id,name,unit,region_name,indicator_topic,indicator_source,indicator_name,indicator_group,url,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ER,Eritrea,Millions of people,East Africa,Population,AfDB Data portal,Rural population (millions of people),Social and Economic,/aep/country/eritrea,2.49074697494507,2.5370020866394,2.59023094177246,2.64506411552429,2.69468998908997,2.73468399047852,2.76326298713684,2.78201198577881,2.79354000091553,2.81961297988892,2.84635496139526,2.87404489517212,2.90204000473022,2.93111109733582,2.961993932724,2.99512505531311,3.030916929245,3.06910991668701,3.10863399505615,3.1480131149292,3.18617796897888,3.22284197807312,3.25821900367737
ER,Eritrea,Millions of people,East Africa,Population,AfDB Data portal,Urban population (millions of people),Social and Economic,/aep/country/eritrea,0.902054011821747,0.960121989250183,1.02440798282623,1.09320104122162,1.16393303871155,1.23432302474976,1.30338501930237,1.37132000923157,1.43909597396851,1.49072098731995,1.5444849729538,1.60064494609833,1.65893697738647,1.71988701820374,1.78405094146729,1.85185098648071,1.92372798919678,1.99972105026245,2.07931399345398,2.16164588928223,2.24603796005249,2.33229899406433,2.420578956604
ET,Ethiopia,Current US$,East Africa,National Account,AfDB Data portal,GDP (current US$),Social and Economic,/aep/country/ethiopia,7851214336.0,7763247616.0,7667124736.0,8401045504.0,9935634432.0,12163585024.0,14983303168.0,18991964160.0,25608605696.0,28194199552.0,26311297024.0,30479413248.0,43328110592.0,47764123648.0,55585280000.0,64734048256.0,72119926784.0,76840509440.0,80206708736.0,92607864832.0,96610721792.0,112985391104.0,118903914496.0
ET,Ethiopia,Millions of people,East Africa,Population,AfDB Data portal,Rural population (millions of people),Social and Economic,/aep/country/ethiopia,56.7300415039063,58.2680778503418,59.8396339416504,61.4385566711426,63.054370880127,64.6807098388672,66.3146133422852,67.9461898803711,69.4510726928711,70.9720916748047,72.5135269165039,74.0767364501953,75.6563186645508,77.2624282836914,78.8693618774414,80.4699478149414,82.0599822998047,83.6405792236328,85.2071151733398,86.7592926025391,88.2956466674805,89.8137435913086,91.3101806640625
ET,Ethiopia,Millions of people,East Africa,Population,AfDB Data portal,Urban population (millions of people),Social and Economic,/aep/country/ethiopia,9.80728912353516,10.2241811752319,10.6575584411621,11.1065883636475,11.5700359344482,12.0463733673096,12.5360765457153,13.054220199585,13.7338228225708,14.4441614151001,15.1891403198242,15.9700183868408,16.7878646850586,17.6252975463867,18.4974117279053,19.4030876159668,20.3432159423828,21.3168563842773,22.3277683258057,23.3763408660889,24.4634227752686,25.5895824432373,26.7550411224365
GA,Gabon,Current US$,Central Africa,National Account,AfDB Data portal,GDP (current US$),Social and Economic,/aep/country/gabon,5074172416.0,4716294656.0,4955384832.0,6036580352.0,7178044928.0,9578973184.0,10318424064.0,12438957056.0,15508576256.0,12065153024.0,14358631424.0,18184458240.0,17181358080.0,17595936768.0,18208573440.0,14384459776.0,14020127744.0,14924378112.0,16874801152.0,16875121664.0,15338894336.0,19482226688.0,23702745088.0
GA,Gabon,Millions of people,Central Africa,Population,AfDB Data portal,Rural population (millions of people),Social and Economic,/aep/country/gabon,0.260031014680862,0.257086992263794,0.254119992256165,0.251248985528946,0.248579993844032,0.246217995882034,0.244075998663902,0.242107003927231,0.240309000015259,0.238727003335953,0.237290993332863,0.236028999090195,0.234815999865532,0.233401998877525,0.231632992625237,0.229341000318527,0.226497992873192,0.223244994878769,0.219785004854202,0.216364994645119,0.21314999461174,0.21017099916935,0.207380995154381
GA,Gabon,Millions of people,Central Africa,Population,AfDB Data portal,Urban population (millions of people),Social and Economic,/aep/country/gabon,0.971090972423553,1.00517201423645,1.04028904438019,1.07689702510834,1.11562502384186,1.15690803527832,1.200767993927,1.24708604812622,1.29610204696655,1.3480269908905,1.40291905403137,1.46107196807861,1.52200102806091,1.58386898040771,1.64408004283905,1.70083403587341,1.75328803062439,1.80189204216003,1.847776055336,1.89273405075073,1.93813896179199,1.98431694507599,2.0309009552002
GH,Ghana,Current US$,West Africa,National Account,AfDB Data portal,GDP (current US$),Social and Economic,/aep/country/ghana,7558898176.0,7585226752.0,9519020032.0,11128067072.0,14405952512.0,17798760448.0,20410742784.0,24757553152.0,28528015360.0,25977847808.0,32174211072.0,53644795904.0,56504209408.0,63702351872.0,54284849152.0,49436811264.0,56144175104.0,60385415168.0,67259346944.0,68352634880.0,68498075648.0,76296806400.0,86047842304.0
GH,Ghana,Millions of people,West Africa,Population,AfDB Data portal,Rural population (millions of people),Social and Economic,/aep/country/ghana,10.6191320419312,10.7594347000122,10.9036598205566,11.0511999130249,11.2005043029785,11.3508987426758,11.5016260147095,11.6523036956787,11.800555229187,11.9444122314453,12.0813245773315,12.2107038497925,12.3330583572388,12.4491634368896,12.55943775177,12.6643657684326,12.7639036178589,12.8578643798828,12.9464225769043,13.0297994613647,13.1081876754761,13.1817512512207,13.2506198883057
GH,Ghana,Millions of people,West Africa,Population,AfDB Data portal,Urban population (millions of people),Social and Economic,/aep/country/ghana,8.31962966918945,8.66217041015625,9.02086162567139,9.39558219909668,9.78603172302246,10.1911096572876,10.6117992401123,11.0479078292847,11.4980850219727,11.9594192504883,12.4307794570923,12.9110918045044,13.3999910354614,13.8970880508423,14.4031248092651,14.9184551239014,15.4428243637085,15.9757652282715,16.517219543457,17.0671710968018,17.6255664825439,18.1923007965088,18.767204284668
GM,Gambia,Current US$,West Africa,National Account,AfDB Data portal,GDP (current US$),Social and Economic,/aep/country/gambia,1052423744.0,1044994880.0,924498560.0,878603328.0,1002694528.0,1077533952.0,1070665344.0,1273849088.0,1612943232.0,1487894528.0,1630446848.0,1409693568.0,1415004800.0,1375609472.0,1229461760.0,1354788608.0,1470006016.0,1498044544.0,1662275072.0,1806032384.0,1827634304.0,2089476480.0,2199311104.0
GM,Gambia,Millions of people,West Africa,Population,AfDB Data portal,Rural population (millions of people),Social and Economic,/aep/country/gambia,0.642180979251862,0.650815010070801,0.659830987453461,0.669586002826691,0.681267023086548,0.692934989929199,0.70449298620224,0.715978980064392,0.727393984794617,0.738839983940125,0.750272989273071,0.761695981025696,0.773029029369354,0.784258008003235,0.795364022254944,0.80630898475647,0.81707501411438,0.827654004096985,0.838034987449646,0.848212003707886,0.858184993267059,0.867935001850128,0.877453029155731
